# 2023  7 11  0  0 UTC  2023  7 11  0 44 UTC
# ID,Year,Month,Day,Time(UTC),Lat,Lon,Area(km^2),Volcano,Level,Reliability,FRP(Wm^-2),QF,Hot(ID)
823,2023,7,11,0006,-21.74,123.82,4.60,0,3,1,.63,0,823
824,2023,7,11,0006,-21.82,119.66,4.60,0,2,3,1.53,0,824
825,2023,7,11,0006,-21.88,146.24,4.60,0,3,3,1.90,0,825
826,2023,7,11,0006,-21.94,125.74,4.60,0,3,3,1.61,2,826
827,2023,7,11,0006,-21.96,146.26,4.60,0,3,3,2.50,0,827
828,2023,7,11,0006,-21.96,146.28,4.60,0,3,3,1.73,0,827
829,2023,7,11,0006,-21.98,147.08,4.60,0,3,3,2.01,0,833
830,2023,7,11,0006,-21.98,147.10,4.60,0,3,3,2.44,0,833
831,2023,7,11,0006,-22.00,146.28,4.60,0,3,3,1.77,0,831
832,2023,7,11,0006,-22.00,147.08,4.60,0,3,3,1.84,0,833
833,2023,7,11,0006,-22.00,147.10,4.60,0,3,5,3.05,0,833
834,2023,7,11,0006,-22.00,147.12,4.60,0,3,3,2.32,0,833
835,2023,7,11,0006,-22.02,147.10,4.60,0,3,1,1.59,0,833
836,2023,7,11,0006,-22.02,147.12,4.60,0,3,3,2.51,0,833
837,2023,7,11,0006,-22.04,147.10,4.59,0,3,3,1.59,0,833
838,2023,7,11,0006,-22.04,147.12,4.59,0,3,3,2.51,0,833
839,2023,7,11,0006,-22.12,145.38,4.59,0,3,3,1.24,0,839
840,2023,7,11,0006,-22.20,148.18,4.59,0,2,1,1.58,0,840
841,2023,7,11,0006,-22.24,148.20,4.59,0,3,1,1.43,0,841
842,2023,7,11,0006,-22.42,148.30,4.58,0,3,3,1.75,0,842
843,2023,7,11,0006,-22.46,148.32,4.58,0,3,1,1.47,0,843
844,2023,7,11,0006,-22.68,119.94,4.57,0,2,3,1.18,0,844
845,2023,7,11,0006,-22.70,150.42,4.57,0,3,3,1.79,0,845
846,2023,7,11,0006,-22.80,146.34,4.57,0,3,3,1.37,0,846
847,2023,7,11,0006,-23.00,149.26,4.56,0,3,3,1.30,0,847
848,2023,7,11,0006,-23.46,148.88,4.55,0,3,3,1.79,0,848
849,2023,7,11,0006,-23.58,151.18,4.54,0,3,3,2.36,0,849
850,2023,7,11,0006,-23.62,149.38,4.54,0,3,3,1.38,0,851
851,2023,7,11,0006,-23.62,149.40,4.54,0,3,3,1.72,0,851
852,2023,7,11,0006,-23.64,149.72,4.54,0,3,3,1.55,0,852
853,2023,7,11,0006,-23.66,148.42,4.54,0,2,3,1.77,0,853
854,2023,7,11,0006,-23.72,149.72,4.54,0,3,3,1.53,0,854
855,2023,7,11,0006,-23.78,133.58,4.54,0,3,3,.89,0,855
856,2023,7,11,0006,-23.98,128.72,4.53,0,3,3,.75,0,856
857,2023,7,11,0006,-24.06,148.62,4.53,0,2,3,1.63,0,857
858,2023,7,11,0006,-25.48,150.68,4.47,0,3,3,.90,0,858
859,2023,7,11,0006,-25.62,150.28,4.47,0,2,3,4.95,0,860
860,2023,7,11,0006,-25.64,150.28,4.47,0,2,5,12.12,0,860
861,2023,7,11,0006,-25.64,150.30,4.47,0,2,3,4.59,0,860
862,2023,7,11,0006,-26.56,146.88,4.43,0,3,3,2.20,0,865
863,2023,7,11,0006,-26.56,146.90,4.43,0,2,3,3.92,0,865
864,2023,7,11,0006,-26.58,146.88,4.43,0,3,3,1.89,0,865
865,2023,7,11,0006,-26.58,146.90,4.43,0,2,3,3.92,0,865
866,2023,7,11,0006,-26.60,146.88,4.43,0,3,3,1.89,0,865
867,2023,7,11,0006,-26.60,146.90,4.43,0,3,3,1.71,0,865
868,2023,7,11,0006,-26.94,148.48,4.42,0,3,3,1.34,0,868
869,2023,7,11,0006,-27.64,150.84,4.39,0,2,5,13.71,0,871
870,2023,7,11,0006,-27.64,150.86,4.39,0,2,5,6.51,0,871
871,2023,7,11,0006,-27.66,150.84,4.39,0,2,5,30.66,0,871
872,2023,7,11,0006,-27.66,150.86,4.39,0,2,5,18.47,0,871
873,2023,7,11,0006,-27.80,153.10,4.38,0,2,3,2.27,0,874
874,2023,7,11,0006,-27.82,153.10,4.38,0,3,5,3.74,0,874
875,2023,7,11,0006,-27.86,148.40,4.38,0,3,3,1.46,0,875
876,2023,7,11,0006,-27.90,152.26,4.38,0,3,1,1.59,0,877
877,2023,7,11,0006,-27.92,152.26,4.38,0,3,1,1.59,0,877
878,2023,7,11,0006,-28.06,150.80,4.37,0,3,3,1.59,0,878
879,2023,7,11,0006,-28.92,148.12,4.34,0,3,3,1.18,0,879
880,2023,7,11,0006,-29.06,153.26,4.33,0,3,3,.90,0,881
881,2023,7,11,0006,-29.06,153.28,4.33,0,3,3,.90,0,881
882,2023,7,11,0006,-29.68,153.08,4.31,0,3,1,1.00,0,882
883,2023,7,11,0006,-30.02,151.50,4.29,0,3,3,1.65,0,884
884,2023,7,11,0006,-30.02,151.52,4.29,0,2,5,3.59,0,884
885,2023,7,11,0006,-30.04,151.52,4.29,0,3,3,1.56,0,884
886,2023,7,11,0006,-30.22,152.54,4.28,0,3,3,1.42,0,886
887,2023,7,11,0011,-30.50,150.00,4.27,0,2,3,3.26,0,888
888,2023,7,11,0011,-30.52,150.00,4.27,0,2,1,3.26,0,888
889,2023,7,11,0011,-30.86,121.46,4.25,0,2,1,12.80,0,889
890,2023,7,11,0011,-30.86,121.48,4.25,0,2,1,12.10,0,889
891,2023,7,11,0011,-30.86,121.50,4.25,0,2,1,12.10,0,889
892,2023,7,11,0011,-31.24,151.82,4.24,0,3,5,3.44,0,893
893,2023,7,11,0011,-31.26,151.82,4.24,0,2,5,6.48,0,893
894,2023,7,11,0011,-31.80,151.88,4.21,0,3,3,1.75,0,895
895,2023,7,11,0011,-31.80,151.90,4.21,0,3,5,2.97,0,895
896,2023,7,11,0011,-31.82,151.90,4.21,0,3,3,1.18,0,895
897,2023,7,11,0011,-32.62,151.04,4.17,0,3,3,1.03,0,897
898,2023,7,11,0011,-33.44,123.48,4.14,0,2,3,1.11,0,899
899,2023,7,11,0011,-33.46,123.48,4.14,0,2,3,1.11,0,899
900,2023,7,11,0011,-33.48,123.48,4.13,0,3,3,.73,0,899
901,2023,7,11,0011,-34.44,150.86,4.09,0,3,1,1.62,0,902
902,2023,7,11,0011,-34.46,150.86,4.09,0,3,1,2.30,0,902
903,2023,7,11,0011,-36.62,149.60,3.98,0,2,5,3.36,0,904
904,2023,7,11,0011,-36.64,149.60,3.98,0,2,5,3.36,0,904
